,timeStep_h,timeStepsElapsed,modelHoursElapsed_h,modelStartUpDuration_s,modelRunDuration_s,nGridNodes,nGridConnections,nEnergyAssets,nConnectionOwners,nEnergySuppliers,nEnergyHolons,nAdministrativeHolons,nGridOperators,nNationalEnergyMarket,totalElectricityImported_MWh,totalElectricityExported_MWh,totalSelfConsumption_fr,totalSelfSufficiency_fr
0,0.25,35041,8760.0,0.15,0.247,2,4,10,4,1,1,0,1,1,5288.575,136.53,0.943,0.298
